Reference Code,Solution Name (Eng),Solution Description,Cosine Similarity
S-0138,Radware DefensePro and AppWall,"DefensePro provides advanced DDoS prevention, protection and IoT botnet attack mitigation. DefensePro is an award-winning, real-time, perimeter DDoS defense and attack mitigation device, securing organizations against emerging network and applications threats.

Part of Radware’s attack mitigation solution, DefensePro provides automated DDoS defense and protection from fast moving, high volume, encrypted or very short duration threats, including IoT-based attacks like Mirai, Pulse, Burst, DNS, TLS/SSL attacks and those attacks associated with Permanent Denial of Service (PDoS) and Ransom Denial-of-Service (RDoS) techniques.  More info at: https://www.radware.com/products/defensepro-models/

AppWall - Radware’s Web Application Firewall (WAF), ensures fast, reliable and secure delivery of mission-critical Web applications for corporate networks and in the cloud. AppWall is an ICSA Labs certified and PCI compliant WAF that combines positive and negative security models to provide complete protection against web application attacks, web application attacks behind CDNs, API manipulations, advanced HTTP attacks (slowloris, dynamic floods), brute force attacks on login pages and more.

A core and integrated part of Radware's Attack Mitigation Solution – a complete application and network security suite. AppWall is a web application firewall (WAF) that provides patent-protected technology to create and maintain security policies in real-time for widest security coverage with the lowest false positives and minimal operational effort. Radware’s Web application security technology features a variety of deployment modes – as a stand-alone or integrated on an ADC, on-premise and in the cloud, inline or out-of-band. More details at: https://www.radware.com/products/appwall-models/",0.4255540370941162
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,"Automation Anywhere’s vision of RPA in the public sector is to take the robot out of the human and solve government’s mission challenges by liberating employees from mundane, repetitive tasks, allowing them more time to use their intellect and creativity. We see a world where every employee will work side by side with Digital Workers, making humans exponentially more productive and far more fulfilled.

Upgrade Citizen Experience
RPA provides flexible technology that enables agencies to keep up with citizen demand and desire for consumer-grade service levels.

Modernize Government Forms
Optimize data collection, consolidation, and indexing to set up all processes with the right information, right away.

Interoperate with any System
RPA is designed to work with any system from legacy to cloud. Free human talent from connecting the dots between systems to focus on high-value work.

Improve Mission Delivery
From input through to compliance and reporting, RPA enables smoother, faster, service delivery, by automating high-friction/bottleneck steps in processes.",0.42416346073150635
S-0124,Enterprise Intelligent Assistant,"Enterprise Intelligence Assistant
- Composed of state-of-art technologies in particular NLP and Machines Learning
- Support Voice Recognition of mixed Chinese and English content
- Tailored solution suit various industries including Government Departments, Public Utilities and Financial Services etc.

1. Chatbot
- Apply Cantonese NLP and capable to handle mixed code of Chinese and English
- Support multilingualism to offer language localization
- Build your own Chatbot with the drag-and-drop Dialogue Builder require no programming skill
- Enable intent-based conversation with target customers
2. Voicebot 
- Support voice recognition in multi-languages
- Guarantee the accurate comprehension of industrial-specialized language
- Apply Deep Learning Speech-To-Text (STT) and Text-To-Speech (TSS)
- Support integration with your database to offer personalized services
3. TeamLayer
- Integrate seamlessly with the system of your company 
- Assemble similar topics to visualize your customers’ expectation
- Handle multiple and repetitive conversations
- Enhance your customer’s experience with your company",0.4230729341506958
S-0275,SMore-OCR,"Our analysis of business needs is mainly focused on the identification, classification and processing of each file, and automatically generate reports based on the analysis results or automatically send emails to customers to inform customers of the materials that need to be supplemented and the content of the materials.According to the analysis of business needs, the solutions provided by Simou mainly focus on three aspects:
1) Use OCR technology to identify classified documents;
2) Use RPA automated semantic analysis technology to analyze whether the content of the document meets the requirements;
3) Establish an AI system to meet business needs such as template generation, automatic reporting everywhere, and automatic email sending.",0.4230436682701111
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,"Holographic technology enables the blending of physical world with digital contents to build a new Mixed Reality environment. Microsoft Hololens allow you to interact with virtual holograms and real objects in physical world which offer a unique Mixed Reality experience. The latest HoloLens 2 offers the most comfortable and immersive mixed reality experience available, with industry-leading solutions that deliver value in minutes — all enhanced by the reliability, security, and scalability of cloud and AI services from Microsoft.

We can offer customized business solution and application development to wide-ranging of uses of Hololens 2 in different industries.",0.4221995770931244
S-0283,All-in-one Mobile Productivity Platform,"TeamNote is a mobile-first application that is also available on web for hybrid (remote and in-office) workforce. 

As a virtual work hub, it includes standardised communication features, streamlined workflow modules and VPN free Super-Connector for integrating existing internal and third-party built system. With bank-level encryption and ISO27001 compliance, all confidential data and information are stored securely on-premise or in the cloud. 

TeamNote aims to provide better workflow experience to improve team communication and collaboration, as well as to unleash their work efficiency especially for emergency and essential public services.",0.4218604266643524
S-0209,Control-M (BMC Software),"Control-M is an Enterprise workload automation & application workflow orchestration solution that provides robust application workflow automation, lowering operating costs and increasing application deployment speed.",0.4207775592803955
S-0094,Digital Transformation with Low code development platform,"The challenge that most IT organizations are facing is the continual growth of the demand and expectation for digital services for both internal and external users, IT teams are unable to catch up due to lack of resources and the constraints adhered to traditional manually coding process.

OutSystems platform uses the Visual Development approach to drastically reduce the time and resources of software development cycles, enabling IT organizations to bring digital innovations to the market faster, quicker responds and changes to users’ requirements, taking the agile approach to ensure faster time to value.

With this, public services can quickly deliver new digital services and continuously improve such services in order to meet expectations of modern users in the mobility era.",0.4204162359237671
S-0045,SAP Big Data Solution,"SAP HANA is an in-memory data and application platform. It includes native engines for text mining, predictive analytics, graph and spatial engines to accelerate spatial processing and analytics for real-time location insights.  With HANA Platform, business data is not just linked to an external spatial data source, but unified in-memory for instance access and accelerated spatial processing.  Therefore, no more broken links to fix, no more waiting for hours for analysis to run. 
Benefit: 
i.	Accelerate Business Processes 
ii.	Tames Big Data analysis 
iii.	Keeps pace with streaming data from IoT 
iv.	Foundation for deploying accelerated application from SAP, ESRI, Internal or External Developers.   

SAP Data Hub is a multifaceted solution that is designed to solve the challenges posted in the ever-increasing distributed data landscape.  

Benefit:
Include data pipelines, governance, and landscape management that scales elastically to orchestrate and automate the flow and refinement of disparate data (structured and unstructured, streaming and bulk transfers, in motion or at rest) all in one environment.  Hundreds of pre-built operators (e.g.: Machine Learning, complex data processing, etc) are available out of the box for you to build your big data scenarios effortlessly.",0.42022478580474854
S-0267,Smart Fever Screening System,"This solution integrates face recognition and temperature monitoring technology. The risk of cross-infection is great in areas with large number of people, such as office, residential building, shopping mall. This solution can be used as a very effective mass fever scanner, allow organizations to simultaneously monitor the temperature of people in a large area which have constant flow of people.",0.41998177766799927
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,"We are an AI company with special focus on natural language processing (NLP) and deep learning. Since founded in 2016, we have had multiple chatbot project experiences for over 100 key accounts covering finance, telecom, internet, utility and other industries. Our clients include China Merchants Bank, PICC, Futu Securities, DiDi, China Mobile, Ctrip, etc. We can deploy our service via web page (H5), App, Wechat, Whatsapp and other common instant messengers. The chatbot can cover general FAQ, task completion and knowledge-based inquiry. Our chatbot can understand users' real intents, answer the question, generate a work order, and guide the users to complete a task/request step by step (i.e. a maintenance request) via conversational UI. We demonstrate a track record, including average 90%+ of accuracy and help our clients significantly reduce the pressure from customer service and increase the self-resolution rate to 80%. Our project team includes project manager, system architecture, data manager and product manager who together ensure the service quality and excellent result. In addition, the advantage of our chatbot system is it only requires light and smart maintenance effort that a normal trained employee can handle it. We believe our solution can significantly reduce workforce and release human for cognitive and creative tasks.",0.41924571990966797
S-0123,Complete Encryption with HSM,"The general purpose HSM market is growing quickly, driven by global demand for stronger data and application security, increased encryption, and privacy regulations such as the EU General Data Protection Regulation (GDPR) and the electronic identification, authentication and trust services (eIDAS).
HSMs offer the highest levels of cryptographic security, and are deployed to minimize network and cybersecurity risks from cloud services, Internet of Things.",0.41898828744888306
S-0197,WCL Robotic Process Automation Solution,"The WCL RPA solution is an automation tools that can be used to automate the manual process and automate repetitive matching process for improvement of process accuracy and operation efficiency. With the enhanced system, the whole process can be shortened with boosted efficiency and increased matching rate. 

It is particularly suitable to handle the automation of existing workflow in handling electronic applications and in validating the received data against specific sources of the internet, searching for relevant market information from various websites to support application assessments, and inputting the collected information into the system in a pre-defined format. 

The end result is improvement in efficiency and effectiveness for those manual processes that are repetitive, time consuming and prone to error.",0.41839271783828735
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,"Our solution is based on self-developed LiDAR component and deep-learning techniques. Our LiDAR uses solid-state scanning method to acquire 3D point cloud information of the target at a very high dynamic range. No image information is involved in this process. Our self-developed deep-learning technologies can provide functions of target identification and classification. Related solutions have been verified by multiple application cases in Mainland China.

The strengths of this solution are comprehensive. Our self-developed hardware product and software functions are supported by our innovative entrepreneurial team, which has been widely recognized all over the world during the CES 2018 & CES 2019. We can provide better cost control and service of customized function developed; Moreover,  it is currently the only LiDAR component that can realize mass production capabilities; Finally, our related experience in various user scenarios especially in similar cases can provide powerful supports for these projects.",0.41808634996414185
S-0050,Deloitte ASSIST,"Using the latest advancements in AI and natural language processing, DeloitteASSIST enables patients to make a verbal request that generates a prioritized task to get help where it is needed. DeloitteASSIST is transforming the nurse-patient conversation from one weighed down by ‘jobs’ to one that supports improved patient outcomes and enables cultural changes in ward operations.",0.4179948568344116
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",This solution addresses the two pain points in field services which are the difficulty in monitoring multiple work sites in our city and the inefficiency of the vast amount of paper work in carrying out field services.,0.41775214672088623
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),"RCAM-dyn is a strategic Asset Management solution for electrical power networks. Riding over 100+ years engineering experience, including manufacturing and operation,  our solution provide an objective assessment on equipment health and residual life recommendations.",0.41650059819221497
S-0152,Datax,"Datax delivers AI and ML-based solutions, solving business challenges from data preparation, e.g. image tagging, AI assisted OCR, sentiment labeling etc. to AI model design, training, and system management.

Supported and incubated by both HKSTP and HKU, we have the strong research background and over 2 year expertise in delivering state-of-the-art AI and data applications, with our efficient development team to always proactively working with our clients in meeting ever-changing business requirements.

With our self-developed data labeling and crowdsourcing platform, we also beat our competitors by excelling at preparing high-accuracy and purpose-fitting training datasets in a quick, simple and cost-effective way, especially for AI projects involving computer vision and large datasets which data objects could be in a million scale.",0.4146428406238556
S-0296,BLOK Pass App for Travel Bubble,"BLOK Pass app is a platform to enable business and societal continuity in this and future health crises. At its core is a self-sovereign identity and health status attestation solution—people can store all information needed to access offices, transport, public spaces using a BLOK Pass app that is owned and controlled only by the user. With appropriate testing protocols in place and with information on an individual’s COVID-19 status stored on the BLOK App, the establishment of travel bubbles is made possible. The platform is easily configurable, and can be adapted to monitor a wide variety of evidence types—including anti-SARS-CoV-2 antibody status or T cell immunity—to reflect the latest scientific evidence and diagnostic technologies. Symptoms can be tracked, and test results of all kinds (laboratory or rapid point-of-care PCR, antigen, antibody, etc.) can be validated, attested and stored for use in access protocols/ These can be defined and configured according to rules established by government, border controls, transport providers, entertainment and event venue providers, companies, etc.",0.41425085067749023
S-0147,Privacy-aware people counting system using Smart Radar sensor,"MIoT Smart Radar is a non-camera type smart people counting system which aim at replacing or supplementing CCTV based people counting method. No optical image is captured nor recorded, leading to privacy clean solutions.
 
Highly accurate counts can be easily obtained at doors, entrances and corridors in buildings. The MIoT Smart Radar measures people flow count bidirectionally and send the counts to the the cloud via the secured NBIoT link. Clients may read the real-time counts on Apps dashboard and optionally receive people in/out flow count report electronically.",0.413688600063324
S-0194,UWB Beacon RTLS Solution,"Location detection service intelligence platform
Productivity monitoring, Human Resources control, IOT Interlinking, Prevention and Safety",0.41236644983291626
S-0040,RVM One Stop Recycling Solution,"Provide recycling services, from source classification to collection and transportation to recycling.The smart recycling machine can be operated 24/7 to facilitate recycling, provide instant points/discounts, increase recycling incentives, increase recycling awareness, and improve garbage disposal problems.The intelligent recycling machine automatically reports that the recycling is full, saving transportation carbon emissions.Monitor downstream processing to ensure that waste materials such as recycled plastic bottles/aluminum cans are sent to recyclers for recycling, and the back office can provide statistical evidence of carbon reduction.",0.4123654365539551
S-0159,Integrated Smart Film Solutions,"1. Integrated Projection System
Our film can switch between transparent and opaque. When it is opaque, it can act as a projection screen. With our automated control, the whole system can be customisable for clients to display a fancy video or media on any glass. 

2. Smart & Eco Facade 
This product provides 10 grades of transparency to the glass. By using APP, remote control or auto light sensor, the film can be adjusted manually or automatically. The system can maximise usage of sunlight and the film itself can reduce temperature by 2 degree celsius. With coherence with smart light and smart air-con, the whole green interior eco-system can be formed.

3. Digital Film
Our film can be a display showing time, weather, logo or other useful information on the glass. At the same time, providing the privacy feature to the glass.",0.4116986095905304
S-0165,Health Monitoring System,"At present, there are many households who need to provide guardianship services, such as the elderly, young children or patients. They hope to improve service efficiency and assist in management through the health monitoring system.Through the combination of hardware and software, the monitoring system always takes care of the user's health value, activity status and positioning.

The smart bracelet can monitor heart rate, steps, sleep and walking distance.The user's bracelet data will be transmitted to the gateway via Bluetooth, and the gateway will be stored in the cloud via WIFI.Regarding the positioning function, if the guarded user leaves the designated area, or removes the monitoring bracelet, the heart rate is too high... An alarm will appear in the background of our monitoring, reminding the need for timely attention.",0.41101640462875366
S-0262,Mobile application development,"Gianthouse is specialized in providing customized mobile development service using hybrid development framework, namely React Native. The mobile app developed using hybrid framework is operable on both iOS and Android, that are the most commonly used operating systems of mobile device. This reduces the development cost of mobile apps significantly as only one app that can fit into two operating systems is developed, instead of developing two native apps separating for iOS and Android. 

In a product development cycle, we first collect and discuss the requirements with users, and then design the user interface (UI) and user experience (UX) for the application. Afterwards, we start to implement the software and run sprint cycles to build and test the app. Once the development is completed, the project will be launched and move to maintenance phase. 

In addition, Gianthouse adopts a mixture of waterfall and agile approach as development methodology. Agile approach is used in software development to promote velocity and adaptability, since the benefits of such approach is that adjustments can be made along the product development cycle rather than following a strict waterfall path. One of the aims of an agile approach is to reduce the development costs and shorten the prototyping process.",0.40906041860580444
S-0066,Smart Water Management,"ZTE's five-water co-governance solution is based on 5G technology, applying automatic control technology, precise analysis technology, and modern communication technology; through a wealth of smart sensors, the back-end of the IoT cloud platform can obtain water quality information, water level, and flow rate of various water sources., Rainfall and other information for sensing, analysis and processing; is a set of water sample collection, water sample pretreatment, water quality automatic analysis, data acquisition and transmission, water quality sample retention, remote monitoring in one online automatic intelligent environment monitoring system.",0.40884602069854736
S-0204,DOLPHIN Indoor Positioning Service (IPS),"There are many problems with existing indoor positioning services (IPSs).  First and foremost, a poorly constructed and inaccurate map is the culprit to poor user experience.  Besides, exhibition booth walls may cause IPS signals to drop off, and the resulting patchy connection would further frustrate users.  Interference is also caused by reflective signals, or in multi-storey locations, signals from other floors.  Such noise would interfere with positioning and undermine accuracy.  Dolphin IPS is an effective indoor positioning system providing low cost, high accuracy, Plug-and-Play infrastructure and good user experience, and it is actually employing a proprietary fusion algorithm (including optimised BLE beacons settings, site planning, multilateral positioning, noise reduction, changing events, special event handling and stabilisation, etc.).",0.40813547372817993
S-0162,Automate the verification of electronic documents,"NICE and ISS are pleased to propose to reference no N-0043 on “automate the verification of electronic documents” which is automated scanning thousands electronic documents and classify them into different categories. Besides, the suspected inaccurate documents will be raised red-flag and transferred to appropriate law enforcement agencies for following. The result will be updated and loop back to the system after investigation. The classification process will be handled by an independent artificial intelligent inference engine server. Together with the NICE RPA frontend and the data visualization backend, the solution will provide real-time classification status and follow up. Users may alter the weight factor to emphasis or suppress different categories for the up-coming scanning.",0.4074837863445282
S-0195,SuperAcc Document Intelligence,"Apoidea is an AI solution company focusing on deep learning and natural language processing. We have a team of 40+ engineers and data scientists based in Hong Kong. We are one of the portfolio companies of Pacific Century Group which also owns PCCW, FWD Insurance and PineBridge. We are also a company under Cyberport's incubation program. In the last two years, we have successfully implemented our AI solution with 10+ financial institutions including investment banks, commercial banks and other financial institutions.

One of our focus is document intelligence solution. By leveraging proprietary AI model, our solution is able to recognise the pattern and layout of various electronic document type and extract insight and user-defined knowledge from it. For example, our solution is able to extract specific accounting items in a financial statement and generate analytics based on the extracted information.",0.40729013085365295
S-0107,POARD Your Presentation Stage,"POARD is a cloud-based presentation tool requiring zero-installation on all devices.  With just a few seconds, your presentation can be securely delivered to your audiences' devices.  The presenters can well manage presentation flow, even the meeting participants/audiences are in different geographic locations; ask the participants to take voting; host video conferencing; receive statistic reports on presentation sessions.",0.40497592091560364
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),"To support hyper-scale storage management across multiple geographical regions, we posit that Hyperconverged Infrastructure (HCI) should be geared towards geo-distributed deployment. A geo-distributed HCI can follow a hierarchical topology: it is composed of multiple DCs that reside in different geographical regions, in which each DC is composed of multiple nodes (or servers) for storage. Thus, a geo-distributed HCI unifies the storage space across different geographical regions to form a global-scale storage pool.

One critical deployment requirement of a geo-distributed HCI is to maintain availability and durability guarantees in the presence of failures, ranging from transient failures where data is temporarily unavailable (e.g., power loss, network disconnection, system upgrades, reboots), to permanent failures where data is permanently lost (e.g., disk crashes, sector errors). Cloud outages are common in practice. 

Storing data with redundancy is a typical fault-tolerant approach, as any lost or unavailable data can be recovered through the available redundant data. Traditional distributed storage systems use replication to provide fault tolerance. The idea is to create multiple identical copies (called replicas) for each data chunk and distribute the replicas across different nodes. However, the storage overhead of replication is significant, and poses a scalability concern with the unprecedented growth of data volume.

We present our core technology, network coding, proposed by the research team at the Chinese University of Hong Kong in 2000. Network coding provides a promising low-cost redundancy mechanism to achieve fault tolerance, while significantly reducing the storage overhead compared to traditional replication and achieving optimal repair performance with theoretical guarantees. It belongs to a special class of erasure coding. We first formalize the terminologies of erasure coding, and then elaborate how network coding improves the repair performance.",0.40493884682655334
S-0236,Workflow automation solution,"Our workflow automation solution helps you get rid of the inefficient processes, transforming manual, time-consuming tasks into automated processes that require only a few simple clicks in order to maximize time and efficiency. Our solution also pulls data from multiple sources and automatically generates customized documents in your choice of formats: Word, Excel, PowerPoint, and PDF. More importantly, our solution enables you to analyze, optimize, and govern how your workflows are performing, identify patterns, and pinpoint and resolve new bottlenecks to drive process optimization.",0.4031742811203003
S-0056,Advanced Contextual Analytic Solution for public enquiries,"1. Advance Contextual Analysis for TD (Transport Department)'s public enquiries (1823 hotline) text content
2. Supported Language: Chinese Traditional, Chinese Simplified, English
3. Analyzing and suggesting relevant past cases with both original enquiry and answer
4. Showing valued Keywords with interactive association
5. Using Microsoft PowerBI platform to facilitate Interactive Dashboard",0.4018614888191223
S-0164,Relate App,"The solution is used for discovering behavior pattern in data.  You just upload a csv file, the relationship will be generated and be presented.",0.40055960416793823
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),"The development of innovation and technology and the promotion of smart city construction is one of the priorities of the current government. Government departments are implementing more than 70 smart city measures at full speed, covering ""smart travel"", ""smart life"", ""smart environment"", and ""smart citizens"" , ""Smart Government"" and ""Smart Economy"". The Innovation and Technology Bureau also encourages the industry to develop more innovative applications to benefit the people and business. This plan calls for the government to step up the promotion of the ""financial all-in-one card"" electronic wallet (account or card) compatible with mainland payments in Hong Kong.
1. The Guangzhou University Town Card Company under our company undertook the key project of Guangdong Province-the University Town Card Project in 2004. The core of the project is to build a card issuing system for college students’ financial accounts and electronic ID cards. The project is approved by the People’s Bank of China and China UnionPay. Guide major banks to participate in joint ventures. The cards and financial accounts issued by the company can be used in the acceptance environment of UnionPay major commercial banks in Mainland China, Hong Kong and other places without barriers.
2. In response to the needs of Hong Kong residents to pay back to the mainland, our company proposes to issue this (card) financial account in Hong Kong to gain the right to build autonomy. Obstacles to use. Taking into account the reality of social events in Hong Kong, our company plans to adjust the plan to copy the entire card issuance system in the Mainland to Hong Kong, and store private data in Hong Kong's local banking and financial technology institutions, and accept The supervision of the financial management department of the SAR government may also consider cooperation with government-designated agencies to provide precise services under the guidance of the Housing Authority and the Education Bureau. Social public services are likely to involve infringement of privacy. Government FinTech precision services are bound and protected by the content of the Personal Data (Privacy) Ordinance, Chapter 486 of the Laws of the Hong Kong Special Administrative Region.
3. The account can be issued with electronic cards (virtual cards) or physical cards, and online and remote account opening, without the need for bank counters, is convenient and quick. The account meets the standards of the People's Bank of China and can be bound to the three major mobile payment systems in Mainland China, UnionPay Cloud QuickPass, Tencent WeChat Pay, and Alipay Pay.
4. The account (card) is jointly issued with a local bank in Hong Kong, using the 1+1 model, one local bank card + one general account (card) in the Mainland, the account is bound to the local bank card, and the account funds are transferred by the bound bank card , The amount of the account is freely controlled by the cardholder, and the amount is automatically deducted during consumption.
5. Consumption adopts the method of tapping the card and scanning the code on the mobile phone, and can also adopt the mobile payment method such as apple pay or Samsung pay, which conforms to the current mainstream payment mode.",0.40039655566215515
S-0126,Self Service Business Intelligence,Self Service BI helps to discover data insight across multiple data sources to help make decision faster and more accurate.  The ease of building data modelling makes launch of services fast even applicable to ad hoc requirements.,0.40005654096603394
S-0104,Litbulb Technologies,"We are Litbulb (www.litbulb.com) a HK startup. Our mobile tool helps people communicate better at work, between teams, between departments. We want to address the issue of too many emails, too many chatrooms, employees today have to deal with too much noise, and this has a negative impact to employee engagement and internal collaboration. Our mobile tool fixes this by letting you know what's important and what's noise, so we can focus our brain only on the things that matter and feel more accomplished at work. Our tool also rewards those that contribute value-add to their colleagues, creating a culture of Helping Others Win. Use it to collaborate, share knowledge, innovate, and build together a better Hong Kong.",0.3972703814506531
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,"1. To provide a Privacy-Friendly & Extreme-Secure Open Public Biometrics Authentication Platform by Seamless Integration of Finger Vein Biometrics, unique One-Way Biometric-Hashing Technology with PKI Network Security Mechanism to enable for various social demand from On-Line to Off-Line ID Authentication activities and effective Real-Name-System (實名制) implementation.  eg. ID verification in banking retail teller for preventing crimes, for public and health policy (cigarette, wine and concert ticketing selling), construction site labor authentication, boarder and transportation passenger access control, airport automatic boarding gate, empty-handed e-wallet payment, password-less Single-Sign-On, e-signature for Blockchain, digital legal/ mortage doc processing platform, large amount on-line fund transfer authentication, cross border on-line financing and legal platform , Secured Banking OpenAPI ID authentication operation ...
2. No need to store personal biometric characteristic data into the system, card or device. Preventing the risk of personal biometric data leakage.
3. Adopt PKI Network Security Framework to defense tough cyberattack.
4. One-time registration for universal Cyber-Real applications of smart city. It can avoid the current password restore method eg. by mobile phone SMS or token which has risk of being stolen even in just a few minutes 
5. Basic advantages of Finger Vein Biometrics  
a. It is inside human body which is difficult to copy. Suitable to perform as personal secret key. (face are open so it is logically not suitable for being as personal secret key, Finger Print is easy to copy) 
b. Finger vein is not a kind of intrusive type and criminal evidence type biometrics like finger print and face-recognition which will cause unhappiness to users if using for general, commercial and daily life purpose.",0.3964703679084778
S-0177,MAD Gaze Smart Glass,"The smart glasses brand of Chuanglong Enterprise Solutions Co., Ltd. – MAD Gaze, has the most advanced technology in the industry. It also handles everything from hardware design and production, software solutions to platform establishment. Especially in the optical part of the product and the AR algorithm, it performs well and leads the industry. MAD Gaze has the largest and most complete AR ecosystem, including APP mall-MAD Store, fully automatic AR APP generation platform-AR Cloud and developer platform-Developer Console. In addition to over a thousand registered independent engineers on the platform, The company has registered more than 1,000 users.

MAD Gaze smart glasses have launched several models, including monocular, binocular, one-piece, and split-piece, taking into account customers with different needs. All-in-one smart glasses, battery memory, etc. are installed in the smart glasses, operated by the Android system, compatible with most Android apps on the market; support Wi-Fi and Bluetooth. The integrated smart glasses are not subject to any restrictions, do not need to be connected to a computer or mobile phone, and are a completely independent operation of smart wearable products; the built-in optical sensor can also be adjusted automatically or manually regardless of the ambient light or darkness. MAD Gaze smart glasses can cooperate with a variety of different operating modes, using gesture control and voice recognition to make users truly free their hands, which is different from the experience of using other devices. Smart glasses are a substitute for mobile phones and tablets. In addition to being light, they are more suitable for busy urbanites and can handle multiple tasks simultaneously.

The latest GLOW series is a split smart glasses, which is MR mixed reality binocular smart glasses for the consumer market launched by MAD Gaze. It has changed the design style of the first three MAD Gaze models with full sense of science and technology, replaced with an appearance design similar to ordinary sunglasses, and matched the glasses with matte black, snow white, violet, lemon yellow, pink, water green and other 6-color frames for users To choose, there are two different choices of optical display screens, weighing 75 grams, and foldable. It is the lightest of all binocular smart glasses at present, and it is also a smart MR mixed reality intelligence that combines fashion, lightness, portability, comfort and technology. Wearable devices, simply plug and play, connect directly to the mobile phone, and the mobile phone supplies power and content.",0.3962332606315613
S-0097,Smart Home e-Health Monitoring and Care System,"Andesfit Health integrates the most useful resources of regional medical centers and community healthcare facilities through the combination of health Internet of things (IoT), health cloud platforms and outstanding medical resources. Andesfit is oriented to provide families and individuals with full-lifecycle healthcare services that even incorporate a chronic disease prevention. Andesfit Health is an innovative healthcare management platform built upon Internet-based integrative healthcare monitoring equipment, designed to provide professional, high-quality healthcare management & services for individuals, families and communities. This is done by seamlessly connecting healthcare services provided by regional medical centers/community health service institutions and individual/family dynamic healthcare management with the data archiving systems of health monitoring and management institutions. Andesfit Health not only makes premium medical resources available by offering real-time, convenient services to communities, families and individuals who pursue high-quality life, but also helps establish a scientific and systemic networking management platform for hospitals and health administrative departments, thus creating an easy path for healthcare development and making optimum use of the investments in healthcare.",0.3956297039985657
S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,"On top of the current funding from government, to speed up the process of the hybrid and electrical bus and ferry boats change/upgrade in Hong Kong.
We are technically ready and aim to help the public transport operators to level up.
Hong Kong has more than 3000 buses and 100 ferry boats, to reduce pollution and cost of fuel, we need to work together.",0.3954899311065674
S-0288,Mixed language Chatbot system with AI and voice functions,"Brief introduction:
Our solution allows quick deploy and easy maintenance of chatbots and voicebots. We have a graphical user interface for chatbot conversation building. Users without technical knowledge can access or modify the chatbot. We also have a AI system which allows continuous and sustainable supervised machine learning training. That one, also, can be accessed or managed by users without technical knowledge. The main usages for the chatbots are:
- general enquiries / FAQ
- order/job management
- surveying


Features:
1. supports mixed language - Cantonese, Chinese, English
2. supports text & voice
3. real AI - not based in keywords
4. language model tailor made for Hong Kong
5. low TCO (total cost of ownership) - easy maintenance
6. decision logic tree - unlike other chatbots in the market, ours is more like humans. It can ask follow up questions, it has memory, and it is intelligent. All the logic can be pre-set by user.
7. high accuracy - before training - 90%, after training - 97%
8. strong fallback mechanism - fallback should be eliminated, however, if there is a fallback, we have a complete solution to handle. Fallbacks can trigger a ticket in our chat monitor, or can initiate notifications (email, api, etc).

Service level:
1. After UAT and system launch, we monitor closely the performance for 1 month. On some periods, we monitor every single enquiry to ensure correctness of the chatbot.
2. After 1 month of close monitoring, we'll keep monitoring every day.
3. AI model are updated every several days to keep accuracy high.


Security & sustainability:
1. Our solution can be on premise or cloud based. For on premise one, for security concerns, apart from the application system, even the AI training part, can be done on premise too. 
2. Also we've a data masking algorithm, that masks all sensitive entity information in the data, providing maximum security. 
3. The language model trained during development and deployment, will be owned by the Government. It can be transferred to other vendors for continuous development in the future.
4. Our technology used is developed by our company, or using open source library. All of our training data to build the model was owned by our company.
5. The chatbots developed will be closed chatbots, they will not extract information from outside the scope defined by user.
6. Scalability - we support multi channel chatbots, they can serve multiple clients at the same time.

Our solution includes the following systems:
1. chatbot design platform
2. AI NLP engine
3. speech recognition & text to speech engine
4. AI training module
5. Integration module",0.394133985042572
S-0071,All-in-one Data Center - iDCmini System,"The iDC mini starts with a single rack unit which includes cooling, UPS, a fire protection system, an infrastructure monitoring system, remote server access and a control system etc. The solution is ideal for those companies who would like to setup a datacenter but have a limited budget or space, or only have a small number of IT equipment but still require full protection.",0.3930825889110565
